phase,duration
0,11
1,3
6,11
7,3
0,10
1,3
6,11
7,3
0,10
1,3
6,13
7,3
0,10
1,3
4,10
5,3
0,10
1,3
2,10
3,3
0,10
1,3
6,13
7,3
0,10
1,3
6,11
7,3
4,10
5,3
6,11
7,3
2,10
3,3
6,11
7,3
0,10
1,3
2,10
3,3
6,11
7,3
0,10
1,3
6,13
7,3
0,14
1,3
6,10
7,3
0,10
1,3
6,11
7,3
2,10
3,3
6,10
7,3
2,16
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
0,12
1,3
2,10
3,3
0,10
1,3
4,10
5,3
0,10
1,3
4,10
5,3
6,15
7,3
2,12
3,3
0,11
1,3
6,10
7,3
0,10
1,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
2,10
3,3
6,10
7,3
2,13
3,3
0,11
1,3
2,10
3,3
0,10
1,3
6,24
7,3
2,10
3,3
6,10
7,3
0,12
1,3
6,10
7,3
0,11
1,3
6,11
7,3
0,10
1,3
4,10
5,3
2,10
3,3
0,10
1,3
6,10
7,3
4,10
5,3
0,10
1,3
4,10
5,3
2,16
3,3
6,10
7,3
0,10
1,3
2,10
3,3
6,19
7,3
2,10
3,3
6,10
7,3
2,11
3,3
0,10
1,3
2,10
3,3
0,10
1,3
6,30
7,3
4,10
5,3
2,16
3,3
0,10
1,3
2,16
3,3
0,10
1,3
2,10
3,3
0,10
1,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
0,22
1,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
6,10
7,3
0,10
1,3
2,16
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,29
7,3
2,10
3,3
6,27
7,3
2,10
3,3
0,17
1,3
6,10
7,3
0,10
1,3
6,10
7,3
4,14
5,3
2,10
3,3
4,10
5,3
0,16
1,3
2,10
3,3
6,10
7,3
0,10
1,3
6,10
7,3
0,10
1,3
2,11
3,3
