phase,duration
0,11
1,3
2,34
3,3
4,10
5,3
2,14
3,3
6,10
7,3
2,27
3,3
4,10
5,3
2,31
3,3
6,10
7,3
2,25
3,3
6,10
7,3
2,13
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,11
3,3
6,10
7,3
2,21
3,3
4,10
5,3
2,26
3,3
6,11
7,3
2,12
3,3
6,10
7,3
2,10
3,3
4,11
5,3
2,16
3,3
4,10
5,3
2,10
3,3
0,12
1,3
6,10
7,3
0,13
1,3
4,10
5,3
0,10
1,3
2,32
3,3
4,10
5,3
2,11
3,3
0,16
1,3
2,29
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,11
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,16
3,3
6,10
7,3
2,12
3,3
4,10
5,3
2,10
3,3
0,10
1,3
4,10
5,3
0,10
1,3
6,10
7,3
4,10
5,3
6,22
7,3
0,10
1,3
2,10
3,3
6,10
7,3
2,25
3,3
0,10
1,3
2,10
3,3
6,13
7,3
0,10
1,3
6,10
7,3
2,23
3,3
6,10
7,3
2,40
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
4,11
5,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
0,40
1,3
2,10
3,3
0,10
1,3
2,18
3,3
6,10
7,3
2,16
3,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
6,10
7,3
2,16
3,3
4,10
5,3
6,10
7,3
2,12
3,3
0,10
1,3
4,10
5,3
0,12
1,3
2,13
3,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,16
3,3
6,10
7,3
