phase,duration
0,11
1,3
2,17
3,3
4,11
5,3
2,11
3,3
4,10
5,3
2,30
3,3
6,10
7,3
2,13
3,3
6,10
7,3
2,35
3,3
4,10
5,3
2,27
3,3
4,10
5,3
2,12
3,3
6,17
7,3
2,10
3,3
6,10
7,3
0,10
1,3
2,22
3,3
0,10
1,3
2,11
3,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
0,10
1,3
4,10
5,3
2,10
3,3
4,10
5,3
2,12
3,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
2,12
3,3
6,10
7,3
2,10
3,3
4,10
5,3
2,11
3,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
2,18
3,3
4,10
5,3
6,10
7,3
2,40
3,3
4,10
5,3
6,10
7,3
2,14
3,3
0,10
1,3
2,12
3,3
0,10
1,3
6,10
7,3
2,18
3,3
6,10
7,3
0,10
1,3
2,11
3,3
0,10
1,3
4,10
5,3
2,11
3,3
4,10
5,3
2,13
3,3
6,14
7,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,12
3,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
4,17
5,3
2,10
3,3
6,16
7,3
4,11
5,3
6,10
7,3
4,10
5,3
2,40
3,3
4,10
5,3
6,14
7,3
2,10
3,3
6,10
7,3
2,14
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,10
7,3
4,13
5,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
6,21
7,3
2,12
3,3
6,10
7,3
2,19
3,3
4,10
5,3
2,10
3,3
6,21
7,3
0,10
1,3
6,10
7,3
0,10
1,3
2,24
3,3
4,10
5,3
2,16
3,3
4,10
5,3
2,11
3,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
4,12
5,3
