phase,duration
0,40
1,3
2,10
3,3
0,35
1,3
6,40
7,3
0,10
1,3
2,10
3,3
4,12
5,3
6,10
7,3
2,10
3,3
4,10
5,3
0,10
1,3
6,40
7,3
0,10
1,3
6,19
7,3
4,10
5,3
6,23
7,3
2,15
3,3
6,10
7,3
0,10
1,3
2,13
3,3
0,10
1,3
6,25
7,3
2,10
3,3
6,10
7,3
0,10
1,3
2,10
3,3
0,10
1,3
4,10
5,3
2,10
3,3
4,15
5,3
0,10
1,3
2,10
3,3
6,10
7,3
2,11
3,3
4,10
5,3
6,10
7,3
0,10
1,3
4,10
5,3
2,10
3,3
4,11
5,3
2,10
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
4,10
5,3
0,10
1,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
4,10
5,3
2,12
3,3
0,10
1,3
6,11
7,3
2,10
3,3
6,10
7,3
0,10
1,3
4,10
5,3
6,10
7,3
0,14
1,3
2,10
3,3
0,13
1,3
6,10
7,3
4,10
5,3
0,17
1,3
6,10
7,3
2,10
3,3
4,16
5,3
0,10
1,3
2,11
3,3
6,10
7,3
4,13
5,3
0,10
1,3
4,10
5,3
2,11
3,3
6,10
7,3
4,10
5,3
2,10
3,3
4,11
5,3
6,10
7,3
4,14
5,3
2,10
3,3
0,10
1,3
2,12
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,10
1,3
2,10
3,3
6,11
7,3
2,13
3,3
6,10
7,3
2,14
3,3
6,13
7,3
0,10
1,3
4,10
5,3
2,17
3,3
0,11
1,3
4,10
5,3
0,10
1,3
6,11
7,3
2,10
3,3
6,10
7,3
0,10
1,3
4,10
5,3
6,16
7,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
