phase,duration
0,11
1,3
2,40
3,3
4,10
5,3
2,16
3,3
0,10
1,3
2,11
3,3
6,10
7,3
2,10
3,3
0,10
1,3
6,40
7,3
0,10
1,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,21
7,3
2,10
3,3
4,10
5,3
2,12
3,3
4,10
5,3
6,20
7,3
0,10
1,3
2,10
3,3
6,37
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,17
3,3
6,17
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,14
7,3
4,10
5,3
0,10
1,3
2,10
3,3
6,25
7,3
0,33
1,3
6,10
7,3
2,18
3,3
6,14
7,3
2,10
3,3
6,26
7,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
0,22
1,3
2,16
3,3
6,20
7,3
2,10
3,3
6,17
7,3
2,13
3,3
6,11
7,3
4,18
5,3
0,10
1,3
6,10
7,3
2,13
3,3
6,13
7,3
2,10
3,3
6,21
7,3
4,12
5,3
0,24
1,3
2,10
3,3
0,11
1,3
6,40
7,3
0,10
1,3
2,10
3,3
6,18
7,3
4,15
5,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
0,10
1,3
6,12
7,3
2,10
3,3
6,13
7,3
4,10
5,3
2,10
3,3
6,10
7,3
0,10
1,3
2,10
3,3
6,11
7,3
4,10
5,3
2,10
3,3
6,14
7,3
0,10
1,3
2,10
3,3
4,10
5,3
6,20
7,3
0,10
1,3
2,10
3,3
0,10
1,3
6,11
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
0,10
1,3
6,13
7,3
