phase,duration
0,11
1,3
2,40
3,3
4,10
5,3
2,15
3,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
6,37
7,3
4,10
5,3
2,11
3,3
6,17
7,3
2,22
3,3
0,11
1,3
4,10
5,3
6,30
7,3
0,10
1,3
2,14
3,3
6,10
7,3
4,10
5,3
2,11
3,3
6,13
7,3
0,10
1,3
2,10
3,3
6,21
7,3
2,10
3,3
6,18
7,3
2,10
3,3
4,10
5,3
6,10
7,3
2,25
3,3
6,22
7,3
2,10
3,3
6,10
7,3
0,10
1,3
4,10
5,3
6,12
7,3
2,14
3,3
0,10
1,3
6,21
7,3
2,10
3,3
4,10
5,3
6,32
7,3
0,10
1,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
6,18
7,3
2,10
3,3
4,10
5,3
2,15
3,3
6,10
7,3
0,17
1,3
2,10
3,3
6,25
7,3
4,10
5,3
2,22
3,3
6,10
7,3
0,18
1,3
2,10
3,3
6,40
7,3
0,10
1,3
4,10
5,3
2,16
3,3
6,19
7,3
0,33
1,3
2,10
3,3
6,11
7,3
4,10
5,3
6,13
7,3
2,10
3,3
0,29
1,3
2,10
3,3
6,24
7,3
4,10
5,3
2,16
3,3
6,18
7,3
4,11
5,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
2,18
3,3
6,38
7,3
0,22
1,3
4,10
5,3
6,22
7,3
4,10
5,3
6,12
7,3
0,11
1,3
4,10
5,3
2,10
3,3
6,28
7,3
2,10
3,3
6,20
7,3
2,14
3,3
0,10
1,3
2,10
3,3
