phase,duration
0,40
1,3
2,10
3,3
4,10
5,3
6,38
7,3
4,10
5,3
6,10
7,3
2,18
3,3
0,13
1,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
4,10
5,3
2,10
3,3
4,10
5,3
6,10
7,3
2,16
3,3
4,13
5,3
2,11
3,3
0,10
1,3
6,10
7,3
2,20
3,3
4,24
5,3
6,10
7,3
2,11
3,3
6,10
7,3
2,12
3,3
0,10
1,3
2,10
3,3
6,10
7,3
2,16
3,3
4,10
5,3
2,10
3,3
0,18
1,3
2,12
3,3
6,10
7,3
2,14
3,3
0,21
1,3
2,12
3,3
6,10
7,3
2,10
3,3
4,12
5,3
2,23
3,3
4,12
5,3
6,10
7,3
2,18
3,3
4,10
5,3
6,10
7,3
2,32
3,3
4,15
5,3
2,10
3,3
0,18
1,3
6,10
7,3
2,16
3,3
4,10
5,3
2,25
3,3
6,10
7,3
4,10
5,3
2,10
3,3
0,14
1,3
6,12
7,3
2,13
3,3
6,11
7,3
2,15
3,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
4,11
5,3
2,10
3,3
6,10
7,3
4,10
5,3
6,12
7,3
2,10
3,3
6,10
7,3
2,12
3,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
2,15
3,3
6,10
7,3
2,18
3,3
6,10
7,3
2,30
3,3
6,10
7,3
2,12
3,3
4,10
5,3
2,14
3,3
6,10
7,3
2,12
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,17
3,3
4,10
5,3
6,12
7,3
2,18
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,13
3,3
6,10
7,3
2,10
3,3
