phase,duration
0,40
1,3
2,10
3,3
0,21
1,3
2,13
3,3
6,40
7,3
0,10
1,3
2,10
3,3
6,23
7,3
4,11
5,3
6,10
7,3
2,10
3,3
6,19
7,3
0,10
1,3
2,10
3,3
6,15
7,3
2,10
3,3
6,19
7,3
2,11
3,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
6,11
7,3
2,10
3,3
4,10
5,3
6,14
7,3
2,10
3,3
0,10
1,3
6,10
7,3
0,10
1,3
6,10
7,3
2,10
3,3
6,16
7,3
2,10
3,3
0,10
1,3
6,17
7,3
4,10
5,3
6,22
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,40
7,3
0,10
1,3
6,10
7,3
2,10
3,3
6,35
7,3
2,10
3,3
4,16
5,3
6,16
7,3
2,15
3,3
6,14
7,3
2,10
3,3
0,10
1,3
6,14
7,3
4,10
5,3
6,16
7,3
2,11
3,3
4,10
5,3
6,20
7,3
2,20
3,3
0,10
1,3
2,10
3,3
6,30
7,3
2,10
3,3
0,11
1,3
2,10
3,3
4,12
5,3
6,14
7,3
0,19
1,3
6,10
7,3
2,10
3,3
4,10
5,3
6,17
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
6,14
7,3
2,10
3,3
4,10
5,3
6,10
7,3
2,40
3,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
6,10
7,3
4,10
5,3
6,14
7,3
2,10
3,3
6,10
7,3
0,10
1,3
6,10
7,3
4,10
5,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
