phase,duration
0,40
1,3
2,10
3,3
4,10
5,3
6,40
7,3
0,10
1,3
4,10
5,3
6,10
7,3
2,11
3,3
0,18
1,3
4,10
5,3
2,10
3,3
6,17
7,3
2,10
3,3
4,10
5,3
2,19
3,3
6,15
7,3
2,16
3,3
6,10
7,3
2,11
3,3
0,10
1,3
2,10
3,3
4,10
5,3
2,10
3,3
4,10
5,3
2,11
3,3
0,10
1,3
6,10
7,3
2,16
3,3
6,11
7,3
2,19
3,3
4,10
5,3
6,11
7,3
2,15
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
4,10
5,3
2,10
3,3
0,10
1,3
2,13
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,23
3,3
4,26
5,3
2,10
3,3
4,11
5,3
2,10
3,3
4,18
5,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
2,16
3,3
6,10
7,3
4,10
5,3
2,10
3,3
0,10
1,3
6,10
7,3
2,18
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,17
3,3
6,10
7,3
2,14
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,18
3,3
4,10
5,3
6,10
7,3
2,33
3,3
0,10
1,3
2,24
3,3
4,10
5,3
2,40
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,20
3,3
6,10
7,3
4,29
5,3
2,32
3,3
6,12
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,19
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,11
3,3
6,10
7,3
2,15
3,3
6,10
7,3
4,11
5,3
6,10
7,3
