phase,duration
0,11
1,3
2,40
3,3
4,10
5,3
2,40
3,3
4,10
5,3
6,40
7,3
0,10
1,3
2,10
3,3
6,14
7,3
4,10
5,3
2,10
3,3
6,26
7,3
2,10
3,3
0,17
1,3
4,10
5,3
2,12
3,3
6,28
7,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,14
7,3
2,13
3,3
0,13
1,3
4,10
5,3
6,19
7,3
4,10
5,3
6,10
7,3
2,15
3,3
0,11
1,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
0,10
1,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
4,10
5,3
2,10
3,3
0,10
1,3
4,10
5,3
6,22
7,3
4,10
5,3
2,10
3,3
0,10
1,3
6,10
7,3
2,12
3,3
6,10
7,3
2,10
3,3
0,14
1,3
6,10
7,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
6,36
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,15
7,3
2,10
3,3
0,10
1,3
6,24
7,3
0,10
1,3
4,10
5,3
6,13
7,3
4,10
5,3
2,15
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,21
7,3
2,10
3,3
4,15
5,3
6,11
7,3
2,10
3,3
6,15
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
0,13
1,3
4,14
5,3
6,13
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,15
7,3
2,13
3,3
6,18
7,3
2,10
3,3
0,24
1,3
4,13
5,3
0,10
1,3
6,15
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
0,10
1,3
6,10
7,3
2,10
