phase,duration
0,11
1,3
2,11
3,3
4,10
5,3
6,40
7,3
0,15
1,3
4,10
5,3
6,10
7,3
2,26
3,3
4,10
5,3
6,25
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,10
1,3
4,10
5,3
6,22
7,3
2,25
3,3
0,10
1,3
4,16
5,3
6,38
7,3
4,10
5,3
6,11
7,3
2,10
3,3
4,10
5,3
6,19
7,3
2,12
3,3
4,10
5,3
6,14
7,3
2,32
3,3
4,10
5,3
6,10
7,3
2,17
3,3
0,22
1,3
4,14
5,3
2,14
3,3
0,24
1,3
4,10
5,3
6,22
7,3
4,10
5,3
6,31
7,3
2,22
3,3
4,10
5,3
6,23
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,13
7,3
2,12
3,3
4,10
5,3
2,15
3,3
0,10
1,3
4,10
5,3
6,33
7,3
2,24
3,3
4,10
5,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
6,11
7,3
2,10
3,3
0,10
1,3
4,12
5,3
6,11
7,3
2,12
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,11
3,3
4,10
5,3
6,10
7,3
2,13
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,15
7,3
4,10
5,3
2,10
3,3
6,11
7,3
4,10
5,3
6,26
7,3
4,10
5,3
6,18
7,3
2,12
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
0,15
1,3
4,10
5,3
6,29
7,3
4,10
5,3
2,13
3,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,11
7,3
2,10
3,3
4,10
