phase,duration
0,11
1,3
2,40
3,3
4,10
5,3
2,35
3,3
4,10
5,3
6,14
7,3
2,18
3,3
6,22
7,3
2,11
3,3
6,14
7,3
0,10
1,3
2,31
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,11
5,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,11
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,37
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,11
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
0,11
1,3
4,10
5,3
6,15
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,10
7,3
2,13
3,3
6,12
7,3
2,10
3,3
4,10
5,3
0,10
1,3
6,10
7,3
2,16
3,3
0,10
1,3
4,10
5,3
2,10
3,3
4,16
5,3
0,11
1,3
6,10
7,3
2,12
3,3
4,11
5,3
0,10
1,3
4,13
5,3
2,11
3,3
4,10
5,3
6,10
7,3
2,10
3,3
6,12
7,3
2,10
3,3
6,24
7,3
0,26
1,3
2,10
3,3
6,10
7,3
0,10
1,3
2,10
3,3
4,10
5,3
6,13
7,3
2,10
3,3
4,11
5,3
2,10
3,3
4,12
5,3
6,10
7,3
4,11
5,3
2,10
3,3
4,10
5,3
6,10
7,3
2,34
3,3
6,40
7,3
0,11
1,3
6,10
7,3
4,10
5,3
6,16
7,3
2,10
3,3
6,16
7,3
2,10
3,3
0,12
1,3
4,10
5,3
0,10
1,3
4,10
5,3
6,10
7,3
4,10
5,3
0,10
1,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
0,10
1,3
4,10
5,3
6,14
7,3
4,10
5,3
0,10
1,3
2,10
3,3
4,10
5,3
6,21
7,3
2,10
3,3
0,10
1,3
4,12
5,3
6,18
7,3
4,10
5,3
2,10
3,3
