phase,duration
0,39
1,3
6,40
7,3
0,40
1,3
2,10
3,3
6,39
7,3
0,17
1,3
4,10
5,3
2,10
3,3
6,22
7,3
2,10
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,31
7,3
2,10
3,3
0,10
1,3
2,11
3,3
4,10
5,3
6,10
7,3
2,20
3,3
0,14
1,3
2,13
3,3
0,13
1,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
4,10
5,3
2,10
3,3
6,10
7,3
2,12
3,3
0,13
1,3
6,10
7,3
2,13
3,3
6,10
7,3
2,11
3,3
0,11
1,3
2,10
3,3
6,10
7,3
2,13
3,3
0,10
1,3
6,12
7,3
4,10
5,3
2,24
3,3
6,40
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,11
1,3
2,10
3,3
6,34
7,3
2,10
3,3
0,15
1,3
4,10
5,3
6,10
7,3
2,25
3,3
6,17
7,3
2,10
3,3
0,10
1,3
2,22
3,3
6,16
7,3
2,10
3,3
0,10
1,3
4,10
5,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
2,13
3,3
0,10
1,3
2,10
3,3
6,29
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,11
7,3
2,10
3,3
4,10
5,3
0,10
1,3
2,19
3,3
0,10
1,3
4,10
5,3
2,10
3,3
6,17
7,3
2,14
3,3
0,10
1,3
2,10
3,3
6,12
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,10
1,3
6,22
7,3
2,10
3,3
0,16
1,3
2,10
3,3
4,10
5,3
0,10
1,3
2,11
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
