phase,duration
0,38
1,3
6,40
7,3
0,10
1,3
2,10
3,3
6,19
7,3
4,14
5,3
6,10
7,3
4,10
5,3
2,14
3,3
4,10
5,3
6,26
7,3
0,26
1,3
2,10
3,3
4,11
5,3
6,12
7,3
2,10
3,3
4,10
5,3
2,13
3,3
6,11
7,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
2,12
3,3
0,26
1,3
2,10
3,3
4,10
5,3
6,10
7,3
4,11
5,3
6,12
7,3
4,13
5,3
2,17
3,3
4,10
5,3
6,24
7,3
4,10
5,3
6,10
7,3
4,10
5,3
2,15
3,3
4,10
5,3
2,10
3,3
4,10
5,3
6,12
7,3
4,10
5,3
2,17
3,3
4,10
5,3
6,31
7,3
4,10
5,3
2,10
3,3
0,28
1,3
4,10
5,3
6,10
7,3
4,10
5,3
2,10
3,3
4,10
5,3
2,14
3,3
6,11
7,3
4,10
5,3
6,11
7,3
2,24
3,3
4,10
5,3
6,40
7,3
0,29
1,3
4,10
5,3
6,10
7,3
2,20
3,3
4,10
5,3
6,21
7,3
4,10
5,3
2,28
3,3
6,23
7,3
4,12
5,3
2,18
3,3
0,10
1,3
2,10
3,3
4,10
5,3
0,10
1,3
2,11
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,24
7,3
4,10
5,3
2,17
3,3
0,10
1,3
4,10
5,3
2,13
3,3
4,10
5,3
6,24
7,3
4,10
5,3
6,37
7,3
4,10
5,3
2,10
3,3
4,10
5,3
2,16
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
