phase,duration
0,40
1,3
2,10
3,3
0,35
1,3
6,40
7,3
0,10
1,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
4,11
5,3
6,10
7,3
2,10
3,3
4,10
5,3
6,37
7,3
2,10
3,3
6,22
7,3
2,10
3,3
6,12
7,3
4,10
5,3
6,11
7,3
0,11
1,3
4,10
5,3
2,10
3,3
6,10
7,3
0,10
1,3
6,10
7,3
2,10
3,3
4,10
5,3
0,11
1,3
2,11
3,3
6,19
7,3
4,12
5,3
0,22
1,3
6,10
7,3
2,10
3,3
6,10
7,3
2,16
3,3
4,10
5,3
0,12
1,3
2,22
3,3
6,10
7,3
2,10
3,3
0,31
1,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,20
1,3
4,10
5,3
0,10
1,3
6,11
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
4,10
5,3
6,11
7,3
0,14
1,3
4,10
5,3
0,10
1,3
6,10
7,3
2,10
3,3
4,10
5,3
0,12
1,3
2,14
3,3
0,11
1,3
4,10
5,3
2,10
3,3
4,10
5,3
6,10
7,3
4,10
5,3
6,16
7,3
0,10
1,3
4,10
5,3
2,23
3,3
6,10
7,3
0,10
1,3
6,18
7,3
4,16
5,3
0,10
1,3
6,11
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,12
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,15
5,3
2,10
3,3
4,10
5,3
6,12
7,3
4,10
5,3
0,10
1,3
4,40
5,3
6,10
7,3
0,10
1,3
4,10
5,3
2,10
3,3
4,10
5,3
2,10
3,3
6,10
7,3
0,10
1,3
4,11
5,3
6,10
7,3
4,10
