phase,duration
0,40
1,3
2,10
3,3
0,40
1,3
2,10
3,3
0,21
1,3
2,10
3,3
0,19
1,3
6,10
7,3
4,10
5,3
2,10
3,3
0,15
1,3
6,10
7,3
4,10
5,3
6,10
7,3
2,15
3,3
6,10
7,3
0,27
1,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
0,10
1,3
6,14
7,3
4,10
5,3
6,21
7,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
4,15
5,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
4,14
5,3
6,13
7,3
4,10
5,3
2,10
3,3
4,23
5,3
6,14
7,3
2,10
3,3
6,10
7,3
4,12
5,3
6,10
7,3
4,13
5,3
6,11
7,3
2,10
3,3
4,10
5,3
0,10
1,3
6,10
7,3
2,10
3,3
6,11
7,3
4,11
5,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
6,11
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
0,10
1,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
2,18
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,19
7,3
0,10
1,3
4,20
5,3
6,11
7,3
0,10
1,3
6,28
7,3
2,10
3,3
6,19
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,26
7,3
0,10
1,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
4,17
5,3
6,12
7,3
4,10
5,3
6,10
7,3
4,10
5,3
6,12
7,3
4,10
5,3
6,25
7,3
2,10
3,3
6,18
7,3
2,10
3,3
6,10
7,3
0,10
1,3
6,10
7,3
0,10
1,3
6,10
7,3
2,10
