phase,duration
0,38
1,3
6,37
7,3
2,10
3,3
6,37
7,3
4,12
5,3
0,10
1,3
4,10
5,3
2,27
3,3
4,10
5,3
6,26
7,3
4,10
5,3
2,17
3,3
0,10
1,3
4,10
5,3
6,22
7,3
2,11
3,3
0,10
1,3
4,10
5,3
6,10
7,3
4,10
5,3
2,10
3,3
4,10
5,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
6,37
7,3
4,10
5,3
2,13
3,3
0,20
1,3
4,11
5,3
6,19
7,3
2,10
3,3
4,10
5,3
2,10
3,3
4,10
5,3
6,10
7,3
4,10
5,3
2,10
3,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,11
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,18
1,3
4,21
5,3
6,10
7,3
4,10
5,3
6,14
7,3
2,10
3,3
4,10
5,3
6,17
7,3
4,10
5,3
6,40
7,3
0,10
1,3
2,10
3,3
6,10
7,3
0,10
1,3
2,10
3,3
0,10
1,3
4,10
5,3
6,10
7,3
2,12
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,22
3,3
0,10
1,3
4,10
5,3
6,14
7,3
2,10
3,3
4,10
5,3
6,11
7,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,11
7,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
6,20
7,3
2,14
3,3
0,12
1,3
4,10
5,3
6,10
7,3
2,14
3,3
4,10
5,3
6,10
7,3
4,10
5,3
2,10
3,3
0,10
1,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,10
1,3
4,10
5,3
6,17
7,3
4,10
5,3
