phase,duration
0,40
1,3
2,10
3,3
4,19
5,3
2,10
3,3
6,36
7,3
2,10
3,3
4,20
5,3
2,23
3,3
4,10
5,3
6,18
7,3
0,10
1,3
2,13
3,3
4,10
5,3
2,19
3,3
6,30
7,3
2,24
3,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
4,14
5,3
6,10
7,3
2,16
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,10
7,3
2,16
3,3
0,10
1,3
6,17
7,3
2,13
3,3
0,10
1,3
4,10
5,3
6,10
7,3
2,28
3,3
0,10
1,3
6,15
7,3
2,10
3,3
6,10
7,3
4,10
5,3
2,15
3,3
6,10
7,3
2,18
3,3
4,10
5,3
2,19
3,3
0,26
1,3
6,14
7,3
2,14
3,3
4,24
5,3
2,10
3,3
0,12
1,3
6,11
7,3
2,12
3,3
4,10
5,3
2,11
3,3
4,10
5,3
2,20
3,3
0,10
1,3
6,10
7,3
2,23
3,3
4,10
5,3
6,10
7,3
2,11
3,3
6,10
7,3
2,10
3,3
4,10
5,3
0,13
1,3
6,12
7,3
2,19
3,3
6,13
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,11
1,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
4,22
5,3
2,10
3,3
0,13
1,3
6,10
7,3
2,11
3,3
4,10
5,3
6,10
7,3
2,12
3,3
0,10
1,3
2,10
3,3
4,10
5,3
2,10
3,3
6,16
7,3
2,14
3,3
4,10
5,3
0,10
1,3
2,10
3,3
6,16
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,13
1,3
4,14
5,3
6,25
7,3
2,10
3,3
4,10
5,3
2,11
3,3
6,10
7,3
