phase,duration
0,39
1,3
6,40
7,3
0,40
1,3
2,10
3,3
6,33
7,3
4,10
5,3
6,25
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
0,10
1,3
2,11
3,3
4,10
5,3
6,24
7,3
2,11
3,3
0,10
1,3
2,17
3,3
6,29
7,3
0,10
1,3
2,10
3,3
0,10
1,3
4,10
5,3
2,16
3,3
6,11
7,3
2,10
3,3
0,10
1,3
4,15
5,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
0,10
1,3
2,10
3,3
6,34
7,3
2,10
3,3
0,10
1,3
2,10
3,3
0,10
1,3
2,24
3,3
4,11
5,3
2,18
3,3
6,16
7,3
2,12
3,3
4,10
5,3
0,10
1,3
2,28
3,3
4,10
5,3
6,23
7,3
2,14
3,3
6,10
7,3
2,16
3,3
0,10
1,3
2,10
3,3
6,14
7,3
4,10
5,3
2,10
3,3
0,10
1,3
2,35
3,3
6,22
7,3
0,10
1,3
2,10
3,3
6,11
7,3
4,10
5,3
2,10
3,3
0,10
1,3
2,10
3,3
6,11
7,3
2,10
3,3
6,10
7,3
2,16
3,3
0,10
1,3
2,10
3,3
6,19
7,3
2,31
3,3
0,11
1,3
6,10
7,3
4,10
5,3
0,10
1,3
2,10
3,3
0,10
1,3
2,10
3,3
0,11
1,3
2,11
3,3
6,12
7,3
2,10
3,3
0,11
1,3
2,12
3,3
6,10
7,3
4,10
5,3
0,10
1,3
2,10
3,3
4,10
5,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
0,17
1,3
2,10
3,3
4,10
5,3
6,12
7,3
2,10
3,3
