phase,duration
0,40
1,3
2,10
3,3
4,20
5,3
2,10
3,3
6,14
7,3
4,18
5,3
2,38
3,3
6,30
7,3
2,10
3,3
0,10
1,3
4,14
5,3
2,11
3,3
4,10
5,3
2,40
3,3
4,10
5,3
2,17
3,3
6,24
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,15
7,3
2,10
3,3
0,10
1,3
2,12
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,30
3,3
6,20
7,3
2,11
3,3
0,29
1,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
4,10
5,3
6,10
7,3
2,26
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,23
3,3
0,31
1,3
4,10
5,3
2,10
3,3
4,10
5,3
2,18
3,3
0,10
1,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
4,10
5,3
6,13
7,3
2,15
3,3
4,17
5,3
2,10
3,3
0,10
1,3
6,10
7,3
2,11
3,3
4,10
5,3
2,10
3,3
6,14
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,19
3,3
6,10
7,3
2,10
3,3
4,10
5,3
0,15
1,3
6,10
7,3
2,15
3,3
4,10
5,3
2,19
3,3
0,10
1,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
6,14
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
4,10
5,3
2,26
3,3
0,10
1,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,13
3,3
4,10
5,3
6,10
7,3
2,12
3,3
4,10
5,3
2,10
3,3
0,11
1,3
6,10
7,3
2,22
3,3
0,10
1,3
6,13
7,3
2,20
