phase,duration
0,11
1,3
4,10
5,3
6,40
7,3
0,10
1,3
2,18
3,3
6,20
7,3
2,26
3,3
4,10
5,3
6,23
7,3
2,13
3,3
4,10
5,3
2,12
3,3
4,10
5,3
6,16
7,3
2,10
3,3
0,10
1,3
4,20
5,3
6,29
7,3
2,10
3,3
0,19
1,3
4,14
5,3
6,38
7,3
2,20
3,3
4,10
5,3
6,19
7,3
2,10
3,3
0,10
1,3
4,11
5,3
6,10
7,3
2,22
3,3
4,10
5,3
6,14
7,3
2,25
3,3
4,12
5,3
6,13
7,3
2,10
3,3
4,10
5,3
6,27
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,19
7,3
2,10
3,3
4,10
5,3
6,12
7,3
2,11
3,3
4,10
5,3
6,12
7,3
2,13
3,3
4,10
5,3
6,21
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,10
1,3
4,17
5,3
6,19
7,3
4,10
5,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,15
7,3
4,10
5,3
2,12
3,3
6,10
7,3
4,10
5,3
2,12
3,3
6,13
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,12
3,3
6,10
7,3
2,16
3,3
0,11
1,3
2,10
3,3
4,10
5,3
6,16
7,3
0,10
1,3
4,10
5,3
2,10
3,3
6,13
7,3
4,10
5,3
2,10
3,3
6,16
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,14
7,3
2,10
3,3
4,10
5,3
6,16
7,3
4,10
5,3
6,10
7,3
2,11
3,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
2,11
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
