phase,duration
0,40
1,3
2,10
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,40
7,3
0,10
1,3
2,10
3,3
4,10
5,3
2,14
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,10
7,3
2,18
3,3
4,15
5,3
2,11
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,10
7,3
0,16
1,3
2,10
3,3
4,10
5,3
6,37
7,3
2,10
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
6,26
7,3
2,11
3,3
0,25
1,3
2,10
3,3
4,10
5,3
6,15
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,30
7,3
2,20
3,3
0,32
1,3
2,10
3,3
4,10
5,3
6,15
7,3
2,10
3,3
0,36
1,3
2,10
3,3
4,10
5,3
6,11
7,3
2,10
3,3
6,16
7,3
2,10
3,3
6,16
7,3
2,10
3,3
0,20
1,3
2,10
3,3
4,10
5,3
6,18
7,3
2,10
3,3
0,16
1,3
2,12
3,3
6,24
7,3
2,10
3,3
0,11
1,3
2,10
3,3
0,10
1,3
4,10
5,3
2,10
3,3
6,13
7,3
2,10
3,3
0,34
1,3
4,10
5,3
2,10
3,3
6,22
7,3
2,10
3,3
0,12
1,3
2,10
3,3
6,13
7,3
2,17
3,3
0,10
1,3
4,10
5,3
2,11
3,3
4,10
5,3
6,10
7,3
2,21
3,3
6,17
7,3
2,10
3,3
0,27
1,3
2,15
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,17
7,3
2,12
3,3
4,10
5,3
0,12
1,3
2,10
3,3
0,10
1,3
4,10
5,3
2,10
3,3
6,26
7,3
2,10
3,3
0,10
1,3
