phase,duration
0,40
1,3
2,10
3,3
4,10
5,3
6,14
7,3
4,10
5,3
2,17
3,3
6,30
7,3
4,10
5,3
2,11
3,3
0,21
1,3
6,10
7,3
2,10
3,3
0,20
1,3
4,10
5,3
2,18
3,3
0,10
1,3
2,12
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,37
7,3
2,10
3,3
4,10
5,3
2,10
3,3
4,16
5,3
0,11
1,3
2,13
3,3
6,18
7,3
2,10
3,3
6,25
7,3
4,10
5,3
2,12
3,3
4,10
5,3
0,10
1,3
2,10
3,3
6,10
7,3
2,13
3,3
4,10
5,3
2,10
3,3
0,10
1,3
6,10
7,3
4,10
5,3
2,17
3,3
4,10
5,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
6,11
7,3
2,10
3,3
6,10
7,3
4,10
5,3
2,11
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
2,12
3,3
0,14
1,3
2,10
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,20
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,13
3,3
0,10
1,3
2,12
3,3
4,10
5,3
2,10
3,3
6,29
7,3
2,14
3,3
4,10
5,3
6,10
7,3
2,14
3,3
4,10
5,3
2,11
3,3
0,10
1,3
2,18
3,3
4,10
5,3
6,10
7,3
2,11
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,33
7,3
2,17
3,3
0,10
1,3
2,10
3,3
4,27
5,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
2,15
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,10
7,3
2,14
3,3
0,10
1,3
2,16
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
6,11
7,3
