phase,duration
0,11
1,3
2,40
3,3
4,10
5,3
2,16
3,3
0,11
1,3
6,11
7,3
2,10
3,3
0,10
1,3
6,31
7,3
2,10
3,3
4,10
5,3
2,16
3,3
6,20
7,3
0,10
1,3
2,10
3,3
6,19
7,3
2,10
3,3
6,18
7,3
4,10
5,3
6,10
7,3
0,10
1,3
2,10
3,3
6,17
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,18
7,3
0,10
1,3
6,10
7,3
2,10
3,3
6,19
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,40
7,3
0,10
1,3
2,18
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,22
7,3
4,10
5,3
2,10
3,3
6,35
7,3
0,11
1,3
4,10
5,3
2,10
3,3
6,10
7,3
2,16
3,3
6,10
7,3
0,13
1,3
2,10
3,3
6,14
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,21
7,3
0,17
1,3
2,12
3,3
6,33
7,3
4,11
5,3
6,10
7,3
2,10
3,3
0,10
1,3
2,28
3,3
6,33
7,3
0,32
1,3
2,16
3,3
4,30
5,3
2,10
3,3
6,40
7,3
0,10
1,3
2,23
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,11
7,3
0,10
1,3
6,20
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
0,10
1,3
6,10
7,3
4,10
5,3
2,11
3,3
6,33
7,3
4,10
5,3
2,18
3,3
6,38
7,3
2,10
3,3
