phase,duration
0,40
1,3
2,10
3,3
0,28
1,3
2,10
3,3
0,15
1,3
4,10
5,3
0,25
1,3
6,12
7,3
0,11
1,3
6,10
7,3
0,10
1,3
4,10
5,3
6,10
7,3
0,11
1,3
2,12
3,3
6,10
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,10
7,3
4,10
5,3
6,10
7,3
0,10
1,3
4,10
5,3
0,10
1,3
6,11
7,3
2,23
3,3
0,10
1,3
2,15
3,3
6,12
7,3
4,10
5,3
2,10
3,3
0,10
1,3
2,10
3,3
6,12
7,3
4,10
5,3
2,10
3,3
6,11
7,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
2,12
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,12
7,3
2,21
3,3
6,10
7,3
2,14
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
0,11
1,3
6,10
7,3
0,16
1,3
6,10
7,3
0,12
1,3
2,10
3,3
4,10
5,3
0,10
1,3
6,10
7,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
0,10
1,3
4,10
5,3
6,10
7,3
4,10
5,3
2,12
3,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
0,10
1,3
6,12
7,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,31
3,3
4,10
5,3
6,12
7,3
0,12
1,3
6,18
7,3
0,10
1,3
2,10
3,3
0,10
1,3
2,13
3,3
6,11
7,3
4,10
5,3
6,10
7,3
2,12
3,3
0,10
1,3
2,36
3,3
0,10
1,3
2,10
3,3
0,10
1,3
2,10
3,3
6,19
7,3
0,10
1,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
2,12
3,3
0,10
1,3
2,10
3,3
6,13
7,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
