phase,duration
0,11
1,3
2,40
3,3
4,40
5,3
6,10
7,3
2,10
3,3
0,10
1,3
2,20
3,3
6,40
7,3
0,10
1,3
6,10
7,3
4,11
5,3
2,10
3,3
6,13
7,3
4,10
5,3
2,40
3,3
4,10
5,3
6,17
7,3
0,10
1,3
6,11
7,3
2,20
3,3
6,20
7,3
4,10
5,3
6,14
7,3
2,10
3,3
6,10
7,3
0,10
1,3
6,17
7,3
2,10
3,3
6,40
7,3
0,10
1,3
2,14
3,3
6,27
7,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
4,15
5,3
6,12
7,3
2,10
3,3
6,10
7,3
4,27
5,3
6,22
7,3
0,10
1,3
4,10
5,3
2,14
3,3
4,10
5,3
6,10
7,3
0,10
1,3
6,16
7,3
0,10
1,3
2,10
3,3
4,10
5,3
6,12
7,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,17
7,3
2,16
3,3
4,10
5,3
6,10
7,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
6,13
7,3
2,24
3,3
4,10
5,3
6,10
7,3
4,10
5,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
6,11
7,3
2,10
3,3
6,10
7,3
2,18
3,3
6,17
7,3
2,10
3,3
6,10
7,3
0,14
1,3
6,10
7,3
0,12
1,3
6,22
7,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
4,10
5,3
0,10
1,3
6,11
7,3
2,10
3,3
4,10
5,3
2,10
3,3
6,34
7,3
2,14
3,3
4,10
5,3
6,10
7,3
2,10
3,3
6,19
7,3
4,10
5,3
2,10
3,3
4,10
5,3
0,10
1,3
2,10
3,3
