phase,duration
0,11
1,3
2,38
3,3
0,27
1,3
2,10
3,3
6,19
7,3
0,10
1,3
4,10
5,3
6,10
7,3
0,10
1,3
6,40
7,3
0,29
1,3
6,10
7,3
2,27
3,3
6,10
7,3
2,12
3,3
4,10
5,3
2,10
3,3
4,10
5,3
6,12
7,3
0,10
1,3
4,10
5,3
6,13
7,3
2,10
3,3
6,11
7,3
4,10
5,3
2,10
3,3
6,18
7,3
0,10
1,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
6,21
7,3
0,10
1,3
6,10
7,3
4,10
5,3
6,10
7,3
4,10
5,3
0,25
1,3
2,10
3,3
0,10
1,3
2,10
3,3
0,10
1,3
6,10
7,3
2,12
3,3
6,10
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,16
7,3
2,10
3,3
6,14
7,3
2,28
3,3
4,14
5,3
0,10
1,3
6,16
7,3
4,10
5,3
6,38
7,3
4,10
5,3
0,12
1,3
6,18
7,3
2,10
3,3
6,17
7,3
0,10
1,3
4,10
5,3
0,10
1,3
2,10
3,3
6,10
7,3
0,26
1,3
2,10
3,3
0,10
1,3
2,12
3,3
0,10
1,3
6,11
7,3
2,14
3,3
6,10
7,3
2,10
3,3
6,20
7,3
2,10
3,3
6,18
7,3
0,32
1,3
2,10
3,3
6,14
7,3
4,10
5,3
6,10
7,3
2,17
3,3
6,18
7,3
2,10
3,3
6,10
7,3
2,11
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,11
7,3
4,10
5,3
0,10
1,3
2,13
3,3
4,10
5,3
2,14
3,3
4,10
5,3
0,10
1,3
2,10
3,3
6,15
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,20
7,3
4,10
5,3
6,10
7,3
