phase,duration
0,11
1,3
4,31
5,3
2,40
3,3
4,10
5,3
2,40
3,3
4,10
5,3
2,40
3,3
4,10
5,3
6,26
7,3
2,10
3,3
6,21
7,3
2,10
3,3
6,10
7,3
0,10
1,3
2,33
3,3
4,10
5,3
6,10
7,3
0,16
1,3
4,10
5,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
2,12
3,3
6,10
7,3
2,20
3,3
6,10
7,3
2,37
3,3
0,13
1,3
2,13
3,3
0,10
1,3
2,21
3,3
6,16
7,3
2,21
3,3
6,10
7,3
2,21
3,3
6,18
7,3
2,22
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,23
7,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
6,13
7,3
2,10
3,3
4,10
5,3
2,10
3,3
4,40
5,3
6,12
7,3
2,19
3,3
0,13
1,3
2,10
3,3
4,10
5,3
2,37
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,15
3,3
4,10
5,3
6,12
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,12
3,3
6,10
7,3
0,10
1,3
4,10
5,3
2,10
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,14
7,3
0,11
1,3
6,10
7,3
0,13
1,3
2,10
3,3
0,10
1,3
4,10
5,3
0,10
1,3
2,40
3,3
4,10
5,3
0,17
1,3
6,15
7,3
0,10
1,3
6,10
7,3
0,10
1,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
4,11
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,17
3,3
0,11
1,3
