phase,duration
0,25
1,3
2,10
3,3
0,40
1,3
2,10
3,3
0,22
1,3
2,40
3,3
4,10
5,3
2,14
3,3
6,11
7,3
2,12
3,3
6,10
7,3
0,10
1,3
2,10
3,3
0,25
1,3
2,25
3,3
6,10
7,3
0,10
1,3
6,10
7,3
2,11
3,3
6,10
7,3
2,34
3,3
4,10
5,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
0,17
1,3
2,10
3,3
6,10
7,3
0,10
1,3
2,10
3,3
0,10
1,3
2,12
3,3
0,12
1,3
2,22
3,3
6,18
7,3
4,10
5,3
6,10
7,3
2,13
3,3
0,16
1,3
2,10
3,3
4,10
5,3
2,12
3,3
0,23
1,3
2,10
3,3
4,10
5,3
2,10
3,3
6,23
7,3
2,22
3,3
6,14
7,3
4,10
5,3
0,10
1,3
2,13
3,3
6,10
7,3
4,26
5,3
6,10
7,3
0,10
1,3
2,10
3,3
6,10
7,3
0,10
1,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
4,19
5,3
0,20
1,3
6,18
7,3
0,10
1,3
6,11
7,3
2,10
3,3
4,10
5,3
0,10
1,3
2,15
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,28
7,3
2,11
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
4,11
5,3
2,10
3,3
6,10
7,3
4,10
5,3
2,12
3,3
6,10
7,3
0,19
1,3
2,10
3,3
0,11
1,3
4,10
5,3
2,11
3,3
0,11
1,3
2,11
3,3
4,10
5,3
2,11
3,3
0,11
1,3
2,10
3,3
6,15
7,3
2,23
3,3
6,10
7,3
0,13
1,3
4,10
5,3
0,17
1,3
