phase,duration
0,11
1,3
4,26
5,3
2,40
3,3
4,10
5,3
2,24
3,3
6,10
7,3
2,40
3,3
4,10
5,3
2,10
3,3
6,30
7,3
2,10
3,3
0,10
1,3
2,14
3,3
6,10
7,3
2,30
3,3
6,10
7,3
2,17
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,16
7,3
2,10
3,3
0,10
1,3
2,10
3,3
0,10
1,3
4,17
5,3
0,10
1,3
4,10
5,3
6,10
7,3
2,40
3,3
4,10
5,3
2,10
3,3
0,10
1,3
2,25
3,3
0,10
1,3
2,11
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,21
7,3
2,10
3,3
6,10
7,3
2,27
3,3
4,18
5,3
6,21
7,3
4,10
5,3
6,10
7,3
0,10
1,3
2,10
3,3
6,10
7,3
0,15
1,3
4,10
5,3
0,10
1,3
2,12
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
4,11
5,3
2,21
3,3
4,10
5,3
6,15
7,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,40
3,3
4,10
5,3
2,29
3,3
6,23
7,3
0,11
1,3
6,10
7,3
4,10
5,3
0,18
1,3
4,10
5,3
0,20
1,3
2,10
3,3
0,25
1,3
2,10
3,3
0,10
1,3
6,11
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,10
7,3
0,10
1,3
6,15
7,3
2,11
3,3
6,10
7,3
0,10
1,3
2,10
3,3
0,10
1,3
2,17
3,3
6,23
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,10
7,3
