phase,duration
0,11
1,3
6,36
7,3
2,10
3,3
6,10
7,3
4,11
5,3
6,10
7,3
2,39
3,3
0,10
1,3
4,11
5,3
2,10
3,3
6,40
7,3
0,10
1,3
2,10
3,3
4,15
5,3
2,10
3,3
4,10
5,3
6,16
7,3
2,11
3,3
6,10
7,3
0,10
1,3
4,10
5,3
2,10
3,3
4,24
5,3
6,14
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
0,10
1,3
4,10
5,3
2,12
3,3
4,10
5,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
0,10
1,3
6,10
7,3
2,11
3,3
6,11
7,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
0,11
1,3
2,10
3,3
6,10
7,3
4,21
5,3
0,10
1,3
4,10
5,3
6,14
7,3
4,10
5,3
2,10
3,3
4,17
5,3
6,27
7,3
2,23
3,3
4,14
5,3
6,10
7,3
4,11
5,3
6,10
7,3
2,10
3,3
4,10
5,3
6,10
7,3
0,10
1,3
6,11
7,3
2,10
3,3
4,10
5,3
0,10
1,3
4,10
5,3
0,10
1,3
2,10
3,3
4,10
5,3
2,10
3,3
0,10
1,3
6,10
7,3
2,16
3,3
6,10
7,3
2,10
3,3
6,14
7,3
2,10
3,3
6,10
7,3
4,12
5,3
2,24
3,3
0,10
1,3
6,12
7,3
4,11
5,3
2,10
3,3
4,10
5,3
6,10
7,3
0,14
1,3
6,17
7,3
2,18
3,3
6,18
7,3
2,10
3,3
4,10
5,3
6,10
7,3
4,10
5,3
2,10
3,3
4,22
5,3
0,17
1,3
2,11
3,3
0,10
1,3
2,10
3,3
4,10
5,3
0,29
1,3
4,10
5,3
2,12
3,3
6,14
7,3
4,10
5,3
2,22
3,3
0,10
1,3
