phase,duration
0,11
1,3
6,40
7,3
0,10
1,3
6,16
7,3
2,10
3,3
4,14
5,3
2,10
3,3
6,10
7,3
2,31
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,11
3,3
4,10
5,3
6,13
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
2,23
3,3
6,10
7,3
0,10
1,3
4,22
5,3
2,10
3,3
6,13
7,3
2,14
3,3
6,10
7,3
4,10
5,3
2,25
3,3
6,10
7,3
2,39
3,3
6,12
7,3
2,10
3,3
0,13
1,3
2,10
3,3
0,10
1,3
4,10
5,3
6,10
7,3
2,10
3,3
0,15
1,3
2,10
3,3
4,10
5,3
2,17
3,3
4,10
5,3
0,10
1,3
2,10
3,3
0,12
1,3
6,36
7,3
2,12
3,3
4,10
5,3
2,12
3,3
6,12
7,3
0,13
1,3
2,10
3,3
4,10
5,3
2,10
3,3
4,10
5,3
2,26
3,3
0,10
1,3
2,10
3,3
6,18
7,3
4,10
5,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,40
3,3
4,10
5,3
2,10
3,3
6,10
7,3
4,17
5,3
0,10
1,3
6,10
7,3
4,10
5,3
6,33
7,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
4,10
5,3
0,10
1,3
2,24
3,3
0,10
1,3
2,39
3,3
6,10
7,3
0,12
1,3
2,11
3,3
4,10
5,3
6,10
7,3
4,10
5,3
6,10
7,3
2,15
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,12
3,3
6,10
7,3
4,10
5,3
2,10
3,3
