,A0,A1,A2,A3,A4,B0,B1,B2,B3,B4,C0,C1,C2,C3,C4,D0,D1,D2,D3,D4,E0,E1,E2,E3,E4
0,77.45771053849589,61.90638365531425,-14.102878338902405,94.09457730135533,87.75390768894752,59.73526402471629,105.40877742236903,110.1080402697503,108.51987091111083,32.421405807237015,40.550939061931736,92.68388393824321,77.14189712779881,104.35555125572694,70.26013185598133,31.391373454216048,110.14065507742964,111.03620549458074,120.19420545695813,87.32745858852248,76.12318663041957,83.15907246777589,45.2774840636894,43.41724341771116,16.931394153956447
1,87.07022909548088,65.68065473597194,94.6807115540809,76.39155156847819,79.4932846143717,53.628507774757,54.38422063532497,81.73206414763264,90.81898432342166,50.12895014088614,74.59643963656482,104.31489261947215,89.46346814141728,92.2747511491105,21.052458328069918,-7.6168378370831515,84.96153581787965,102.81182769583076,108.2996578822798,95.18499447697398,91.9174517550788,86.45322463583929,68.45897964887286,43.90244496439643,34.07087662230445
2,91.754343852237,-90.71284053174375,100.09987997441945,104.29694705311846,69.89612602829772,58.37042789688966,104.34551610100243,109.18988899146832,96.43603451604326,74.6614024924448,64.93153246699444,100.48091407348366,97.44325873576587,80.82893170672014,66.92964448887825,-8.425927504436702,96.31433879420142,111.15213995550941,117.2892910825255,97.16511689495981,93.21480233732555,56.407461393126155,37.289491519059744,22.856748820480032,58.749544811589985
3,96.31439927133512,72.8629036319921,68.7797624903068,42.44836377225177,103.25434992994364,72.55842427651378,84.3560464682228,112.3786208550585,92.87084576308108,86.7596673871444,67.82783667360495,106.78786494725612,109.64010262703954,109.99789581878812,95.56137860003469,13.808324772678791,123.29004988005615,111.51161486507671,92.85087932248977,26.41635796730228,79.93848367421619,56.05378968943514,34.62181723151747,63.808773546014834,69.97573414474383
4,82.88224512134437,71.98444116491684,77.86239809188967,18.588423639515003,94.61882739424097,83.50104083319059,92.89795572744733,95.35376843957913,105.76919468550827,49.58947890978053,8.81167122056125,112.6796700613036,107.00976584161104,112.27285165132783,71.89081556341651,-2.1968751786226925,69.63428532707682,115.28594730220779,103.91380764523493,84.75963477515454,87.31750275011379,81.55962223002479,45.72624478065638,59.689170837722536,72.88166447273552
5,91.07734223966445,91.63091207221463,60.796892266958096,88.26173086008399,76.86918336640294,61.51328645286075,103.42158911070605,104.97109109599582,96.89321597863045,7.198225604670678,32.33272827536566,77.64883358319233,104.1381687893517,110.68633727309515,95.41947354665373,18.204972590145072,107.91508776572924,113.57580266520526,105.60296654545212,51.65731868210183,95.08762839749402,26.02461011887913,79.75563012989568,56.08788076757612,92.4222670424118
6,101.47842216870171,89.70682626336908,47.1562120025054,75.81894048139169,70.53839146356606,54.21846795613147,107.71892271648629,99.34541599373635,101.3510385764265,97.21782801295012,39.336396231798645,62.78271235652211,92.38343840660296,117.04727515951232,79.80580387117757,24.98170327966527,108.55935447711097,112.30946629662947,109.6065915868641,89.10457762563338,75.28573475174724,63.092297964818414,28.02754590811277,76.36120760977586,63.813948597128686
7,81.09622176513979,50.65600056624428,103.43678943298686,50.43418622773799,97.58182018135504,79.99137832499822,104.24352638526835,105.19351187466762,81.92110489029916,90.08613945256671,33.588417479736776,96.29372290953502,110.2871208057451,116.71213019804489,79.6353253319308,-5.003332890077281,110.17974290631847,93.93750558803121,101.47293532523422,72.49802918325764,91.72238422075492,74.65403841713528,76.27800300568197,90.9937363258182,60.58069383683241
8,86.35087315717068,64.4207757555368,76.19965792458288,82.2927599478349,109.82536168886203,46.73039708009646,111.91339051424227,104.71343948148117,102.04435348981005,-23.291675490988386,55.41652966529912,105.87728141263891,113.31115554278014,108.8975410388465,36.88613526244686,-4.638051785117205,99.03534526915155,93.71642291556621,105.17688387661565,112.56965815155509,47.398292988276715,99.2648691558469,59.54613421315967,52.281167229774276,99.01474855768782
9,88.97149983514637,96.9813330596929,26.047142762298165,88.83575991373833,57.71580191126336,104.82614421153903,104.08086849928995,110.90344328970407,92.42745690428431,111.19195259389635,32.94439318814843,106.05985382809087,93.78585827071088,107.40118218193707,98.39209351053951,6.417510969349587,101.98275209675813,111.61155432732801,114.31145139049791,72.22227105830306,64.72482307175166,83.24671463416824,36.57069732669735,87.69493065844146,73.57493431021409
