phase,duration
0,40
1,3
2,10
3,3
0,40
1,3
2,10
3,3
6,18
7,3
0,13
1,3
2,10
3,3
6,10
7,3
0,11
1,3
4,11
5,3
0,26
1,3
2,10
3,3
4,10
5,3
6,10
7,3
0,10
1,3
6,40
7,3
0,11
1,3
2,10
3,3
0,15
1,3
6,10
7,3
4,10
5,3
2,10
3,3
0,11
1,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
6,20
7,3
0,11
1,3
2,12
3,3
0,19
1,3
2,10
3,3
4,10
5,3
6,10
7,3
0,10
1,3
6,10
7,3
2,10
3,3
0,10
1,3
4,10
5,3
0,10
1,3
6,10
7,3
2,10
3,3
0,11
1,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
0,10
1,3
6,11
7,3
0,10
1,3
6,10
7,3
0,10
1,3
6,10
7,3
0,19
1,3
2,10
3,3
4,16
5,3
6,10
7,3
4,10
5,3
0,12
1,3
2,12
3,3
0,10
1,3
2,10
3,3
4,10
5,3
6,10
7,3
0,10
1,3
4,10
5,3
2,10
3,3
6,12
7,3
2,10
3,3
6,11
7,3
0,11
1,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
4,13
5,3
6,10
7,3
0,10
1,3
6,12
7,3
0,10
1,3
6,10
7,3
4,10
5,3
6,10
7,3
4,10
5,3
0,18
1,3
2,10
3,3
6,10
7,3
0,15
1,3
2,10
3,3
0,10
1,3
4,10
5,3
0,10
1,3
2,32
3,3
6,10
7,3
2,27
3,3
0,10
1,3
2,10
3,3
6,19
7,3
0,10
1,3
4,10
5,3
2,20
3,3
0,12
1,3
2,10
3,3
0,10
1,3
6,12
7,3
0,10
1,3
4,19
5,3
6,11
7,3
2,10
3,3
6,23
7,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
