phase,duration
0,40
1,3
2,10
3,3
0,10
1,3
2,10
3,3
0,25
1,3
6,36
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
0,14
1,3
2,10
3,3
6,28
7,3
2,10
3,3
6,40
7,3
0,10
1,3
6,10
7,3
2,10
3,3
6,18
7,3
2,10
3,3
6,19
7,3
0,10
1,3
2,10
3,3
4,10
5,3
2,11
3,3
6,12
7,3
4,10
5,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
2,12
3,3
6,10
7,3
4,10
5,3
6,10
7,3
4,10
5,3
6,10
7,3
0,11
1,3
2,10
3,3
0,22
1,3
4,10
5,3
2,10
3,3
0,16
1,3
4,10
5,3
0,12
1,3
4,10
5,3
0,10
1,3
6,10
7,3
4,10
5,3
0,10
1,3
2,25
3,3
0,10
1,3
6,10
7,3
0,10
1,3
6,10
7,3
4,10
5,3
6,10
7,3
2,12
3,3
6,10
7,3
2,22
3,3
0,12
1,3
4,12
5,3
2,18
3,3
0,32
1,3
2,10
3,3
6,10
7,3
0,10
1,3
4,10
5,3
6,25
7,3
2,10
3,3
0,15
1,3
6,11
7,3
4,10
5,3
0,10
1,3
6,10
7,3
2,21
3,3
0,10
1,3
6,10
7,3
4,10
5,3
2,16
3,3
6,10
7,3
2,29
3,3
6,10
7,3
0,18
1,3
2,10
3,3
0,15
1,3
2,10
3,3
6,37
7,3
2,10
3,3
6,10
7,3
2,10
3,3
0,23
1,3
2,10
3,3
6,10
7,3
4,10
5,3
0,10
1,3
4,15
5,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
2,12
3,3
4,16
5,3
2,10
3,3
4,18
5,3
