phase,duration
0,40
1,3
2,10
3,3
0,11
1,3
2,10
3,3
6,10
7,3
0,10
1,3
4,10
5,3
2,10
3,3
6,10
7,3
0,10
1,3
4,10
5,3
0,10
1,3
2,10
3,3
0,10
1,3
4,10
5,3
2,14
3,3
6,10
7,3
2,11
3,3
6,10
7,3
0,10
1,3
2,10
3,3
4,11
5,3
0,10
1,3
4,10
5,3
6,12
7,3
0,10
1,3
6,26
7,3
2,18
3,3
6,10
7,3
2,11
3,3
0,10
1,3
2,10
3,3
0,15
1,3
6,40
7,3
0,10
1,3
2,14
3,3
0,10
1,3
2,28
3,3
0,40
1,3
4,14
5,3
6,10
7,3
2,10
3,3
6,10
7,3
0,13
1,3
6,11
7,3
0,16
1,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
4,16
5,3
0,10
1,3
2,16
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,20
3,3
6,10
7,3
0,11
1,3
2,11
3,3
4,10
5,3
0,17
1,3
2,21
3,3
0,10
1,3
6,10
7,3
0,13
1,3
2,10
3,3
0,10
1,3
6,10
7,3
2,11
3,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
4,10
5,3
6,10
7,3
0,10
1,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
0,15
1,3
4,24
5,3
2,14
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,14
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
4,40
5,3
6,10
7,3
0,22
1,3
4,10
5,3
0,10
1,3
4,10
5,3
2,14
3,3
6,10
7,3
2,14
3,3
6,30
7,3
2,10
3,3
0,24
1,3
2,16
3,3
4,10
5,3
6,12
7,3
0,10
1,3
6,11
7,3
