phase,duration
0,32
1,3
2,10
3,3
0,22
1,3
2,10
3,3
6,10
7,3
4,10
5,3
2,18
3,3
6,10
7,3
0,10
1,3
4,10
5,3
0,10
1,3
4,10
5,3
6,10
7,3
0,10
1,3
4,10
5,3
2,23
3,3
6,10
7,3
0,11
1,3
4,10
5,3
2,10
3,3
4,10
5,3
0,11
1,3
2,10
3,3
6,11
7,3
4,17
5,3
6,11
7,3
0,14
1,3
2,11
3,3
4,10
5,3
6,11
7,3
4,10
5,3
0,10
1,3
6,10
7,3
2,10
3,3
4,10
5,3
6,11
7,3
4,14
5,3
2,10
3,3
4,10
5,3
2,11
3,3
4,27
5,3
0,10
1,3
4,10
5,3
2,10
3,3
4,22
5,3
2,10
3,3
4,10
5,3
2,10
3,3
6,10
7,3
0,10
1,3
6,10
7,3
0,10
1,3
4,10
5,3
6,11
7,3
0,10
1,3
6,11
7,3
0,10
1,3
6,10
7,3
0,10
1,3
6,10
7,3
2,35
3,3
4,10
5,3
2,12
3,3
0,10
1,3
2,33
3,3
0,16
1,3
6,10
7,3
0,10
1,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,25
7,3
0,10
1,3
2,10
3,3
6,10
7,3
0,10
1,3
4,10
5,3
0,11
1,3
6,10
7,3
0,10
1,3
4,10
5,3
0,24
1,3
2,10
3,3
4,19
5,3
2,10
3,3
4,28
5,3
2,12
3,3
4,10
5,3
6,11
7,3
0,10
1,3
2,10
3,3
4,17
5,3
6,10
7,3
4,10
5,3
0,15
1,3
6,13
7,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
2,19
3,3
6,16
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
6,15
7,3
2,10
3,3
6,18
7,3
2,10
3,3
0,30
1,3
4,10
5,3
2,10
3,3
