phase,duration
0,30
1,3
4,19
5,3
2,10
3,3
4,11
5,3
2,10
3,3
6,10
7,3
2,10
3,3
4,29
5,3
2,10
3,3
4,11
5,3
2,10
3,3
0,10
1,3
2,14
3,3
6,19
7,3
2,27
3,3
4,10
5,3
2,20
3,3
4,10
5,3
2,40
3,3
4,10
5,3
0,10
1,3
2,10
3,3
6,10
7,3
2,14
3,3
0,10
1,3
2,15
3,3
6,14
7,3
2,24
3,3
4,10
5,3
2,18
3,3
4,10
5,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
0,10
1,3
6,14
7,3
2,10
3,3
4,10
5,3
2,14
3,3
4,10
5,3
2,14
3,3
6,19
7,3
2,40
3,3
4,10
5,3
2,15
3,3
6,10
7,3
2,21
3,3
4,10
5,3
6,10
7,3
2,40
3,3
4,24
5,3
0,10
1,3
2,10
3,3
0,10
1,3
2,11
3,3
6,10
7,3
2,10
3,3
6,14
7,3
2,10
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,12
3,3
6,16
7,3
4,23
5,3
0,10
1,3
4,22
5,3
2,10
3,3
0,10
1,3
2,40
3,3
4,10
5,3
6,21
7,3
2,15
3,3
6,10
7,3
0,10
1,3
4,10
5,3
6,14
7,3
4,22
5,3
6,10
7,3
2,38
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
2,18
3,3
4,10
5,3
6,10
7,3
2,10
3,3
4,11
5,3
6,12
7,3
4,10
5,3
2,10
3,3
4,25
5,3
6,10
7,3
4,23
5,3
6,10
7,3
0,10
1,3
2,10
