phase,duration
0,11
1,3
2,37
3,3
0,29
1,3
6,10
7,3
2,10
3,3
6,14
7,3
0,13
1,3
6,11
7,3
4,10
5,3
6,40
7,3
0,10
1,3
4,10
5,3
6,10
7,3
2,26
3,3
6,19
7,3
2,32
3,3
4,10
5,3
6,12
7,3
4,10
5,3
2,10
3,3
6,22
7,3
0,10
1,3
6,19
7,3
2,10
3,3
0,10
1,3
4,10
5,3
6,23
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,19
7,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
6,12
7,3
4,10
5,3
2,10
3,3
4,10
5,3
6,18
7,3
0,10
1,3
2,10
3,3
6,10
7,3
0,18
1,3
6,10
7,3
0,10
1,3
4,10
5,3
6,16
7,3
2,10
3,3
4,10
5,3
6,10
7,3
4,10
5,3
2,18
3,3
6,12
7,3
2,10
3,3
6,14
7,3
2,10
3,3
4,10
5,3
0,10
1,3
2,10
3,3
0,10
1,3
2,10
3,3
6,39
7,3
0,10
1,3
4,10
5,3
6,10
7,3
2,12
3,3
6,10
7,3
2,10
3,3
6,14
7,3
2,10
3,3
0,10
1,3
6,10
7,3
0,10
1,3
4,10
5,3
2,10
3,3
6,19
7,3
0,10
1,3
2,10
3,3
6,15
7,3
2,10
3,3
6,18
7,3
0,10
1,3
2,10
3,3
6,10
7,3
0,10
1,3
2,12
3,3
6,24
7,3
2,10
3,3
6,10
7,3
4,11
5,3
6,11
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,13
3,3
6,16
7,3
0,10
1,3
6,10
7,3
2,10
3,3
4,10
5,3
2,14
3,3
6,10
7,3
0,11
1,3
6,10
7,3
2,12
3,3
6,11
7,3
2,10
3,3
6,11
7,3
4,10
5,3
0,10
1,3
6,19
7,3
