phase,duration
0,11
1,3
6,29
7,3
4,10
5,3
6,16
7,3
2,10
3,3
4,16
5,3
2,10
3,3
6,10
7,3
4,10
5,3
2,20
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
4,12
5,3
6,10
7,3
2,10
3,3
6,11
7,3
2,10
3,3
4,10
5,3
2,11
3,3
4,10
5,3
6,10
7,3
0,10
1,3
2,10
3,3
0,10
1,3
2,10
3,3
4,13
5,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,36
7,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,20
3,3
0,10
1,3
2,18
3,3
0,10
1,3
2,18
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,18
7,3
4,11
5,3
6,15
7,3
4,10
5,3
0,10
1,3
2,12
3,3
4,10
5,3
0,10
1,3
2,17
3,3
0,10
1,3
2,25
3,3
0,10
1,3
2,10
3,3
4,25
5,3
6,10
7,3
2,11
3,3
4,15
5,3
0,10
1,3
4,10
5,3
2,13
3,3
0,10
1,3
2,16
3,3
0,13
1,3
2,10
3,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,39
7,3
4,18
5,3
2,16
3,3
4,10
5,3
2,10
3,3
6,10
7,3
2,13
3,3
6,12
7,3
4,11
5,3
2,10
3,3
6,10
7,3
2,13
3,3
0,10
1,3
2,10
3,3
4,11
5,3
6,11
7,3
2,10
3,3
6,10
7,3
4,16
5,3
6,10
7,3
2,21
3,3
4,17
5,3
2,12
3,3
4,10
5,3
6,24
7,3
2,17
3,3
6,10
7,3
4,10
5,3
2,19
3,3
0,10
1,3
2,10
3,3
0,10
1,3
4,10
5,3
2,12
3,3
6,10
7,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
