phase,duration
0,40
1,3
2,10
3,3
0,12
1,3
4,10
5,3
0,10
1,3
2,10
3,3
6,27
7,3
4,10
5,3
6,10
7,3
2,11
3,3
0,40
1,3
2,10
3,3
0,38
1,3
2,12
3,3
0,10
1,3
2,13
3,3
6,10
7,3
4,10
5,3
2,19
3,3
6,12
7,3
2,10
3,3
4,11
5,3
0,10
1,3
2,11
3,3
6,14
7,3
2,28
3,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
6,23
7,3
0,10
1,3
6,12
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
0,10
1,3
4,15
5,3
2,25
3,3
6,10
7,3
2,12
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
0,11
1,3
2,10
3,3
4,10
5,3
2,24
3,3
0,10
1,3
2,20
3,3
6,20
7,3
4,10
5,3
6,10
7,3
0,10
1,3
4,12
5,3
2,10
3,3
6,10
7,3
4,11
5,3
2,10
3,3
0,31
1,3
6,10
7,3
2,34
3,3
0,10
1,3
2,20
3,3
6,10
7,3
4,10
5,3
6,10
7,3
4,10
5,3
2,10
3,3
6,15
7,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
0,10
1,3
2,10
3,3
4,10
5,3
2,11
3,3
0,10
1,3
4,10
5,3
6,12
7,3
2,10
3,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
0,10
1,3
2,11
3,3
6,31
7,3
0,10
1,3
2,10
3,3
4,10
5,3
0,10
1,3
6,10
7,3
0,10
1,3
2,10
3,3
0,28
1,3
2,10
3,3
6,14
7,3
0,10
1,3
2,10
3,3
6,10
7,3
0,10
1,3
