phase,duration
0,11
1,3
2,40
3,3
4,10
5,3
2,40
3,3
4,10
5,3
2,10
3,3
6,40
7,3
0,10
1,3
2,38
3,3
6,10
7,3
0,10
1,3
6,10
7,3
2,10
3,3
6,10
7,3
2,20
3,3
6,10
7,3
4,10
5,3
0,10
1,3
2,35
3,3
0,11
1,3
6,12
7,3
0,10
1,3
6,19
7,3
0,12
1,3
4,14
5,3
6,32
7,3
2,11
3,3
0,10
1,3
4,10
5,3
2,39
3,3
0,10
1,3
2,24
3,3
0,10
1,3
6,17
7,3
4,10
5,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
4,26
5,3
0,10
1,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
0,10
1,3
6,10
7,3
2,10
3,3
4,10
5,3
0,10
1,3
6,10
7,3
2,17
3,3
6,16
7,3
2,10
3,3
6,11
7,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
4,10
5,3
0,10
1,3
2,11
3,3
4,10
5,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
6,10
7,3
4,12
5,3
6,24
7,3
4,10
5,3
6,11
7,3
0,10
1,3
4,11
5,3
0,10
1,3
2,13
3,3
0,10
1,3
2,10
3,3
0,12
1,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
4,10
5,3
0,10
1,3
6,14
7,3
4,10
5,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
0,26
1,3
2,10
3,3
4,10
5,3
6,11
7,3
4,10
5,3
6,22
7,3
4,10
5,3
0,10
1,3
4,10
5,3
6,10
7,3
4,10
5,3
6,12
7,3
0,10
1,3
4,32
