phase,duration
0,11
1,3
2,10
3,3
6,23
7,3
2,10
3,3
6,40
7,3
0,10
1,3
2,10
3,3
6,10
7,3
4,10
5,3
6,11
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,24
3,3
6,18
7,3
2,10
3,3
0,10
1,3
4,19
5,3
0,10
1,3
2,10
3,3
4,14
5,3
2,10
3,3
6,18
7,3
4,10
5,3
6,10
7,3
2,10
3,3
6,13
7,3
4,14
5,3
6,10
7,3
0,10
1,3
2,10
3,3
6,11
7,3
4,10
5,3
2,10
3,3
4,10
5,3
6,10
7,3
2,18
3,3
0,10
1,3
2,12
3,3
6,10
7,3
2,10
3,3
4,14
5,3
2,10
3,3
6,10
7,3
4,17
5,3
2,10
3,3
6,11
7,3
0,18
1,3
2,23
3,3
4,10
5,3
6,36
7,3
4,10
5,3
6,19
7,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
4,10
5,3
2,26
3,3
6,12
7,3
2,10
3,3
4,16
5,3
0,10
1,3
4,10
5,3
0,10
1,3
2,10
3,3
6,10
7,3
2,11
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
6,27
7,3
4,10
5,3
0,10
1,3
2,10
3,3
4,10
5,3
2,17
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,11
7,3
4,10
5,3
2,10
3,3
4,10
5,3
0,10
1,3
4,10
5,3
6,10
7,3
2,10
3,3
0,10
1,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
4,20
5,3
6,12
7,3
0,10
1,3
2,10
3,3
6,10
7,3
2,11
3,3
6,10
7,3
2,10
3,3
4,12
5,3
2,10
3,3
4,13
5,3
6,10
7,3
4,10
5,3
2,10
3,3
4,10
5,3
6,32
7,3
2,10
3,3
4,10
