phase,duration
0,40
1,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
0,12
1,3
4,10
5,3
6,14
7,3
4,10
5,3
6,10
7,3
2,10
3,3
6,22
7,3
2,10
3,3
6,22
7,3
2,10
3,3
4,10
5,3
6,13
7,3
2,10
3,3
0,30
1,3
4,10
5,3
0,10
1,3
2,10
3,3
0,10
1,3
6,10
7,3
2,10
3,3
6,16
7,3
4,10
5,3
6,14
7,3
4,10
5,3
2,18
3,3
0,10
1,3
2,10
3,3
0,10
1,3
6,34
7,3
4,10
5,3
2,11
3,3
6,14
7,3
4,14
5,3
6,32
7,3
2,10
3,3
0,14
1,3
6,11
7,3
4,10
5,3
6,32
7,3
2,10
3,3
6,10
7,3
0,10
1,3
2,10
3,3
4,10
5,3
6,14
7,3
2,10
3,3
6,10
7,3
4,10
5,3
2,22
3,3
0,10
1,3
4,10
5,3
6,21
7,3
2,10
3,3
6,19
7,3
2,17
3,3
0,10
1,3
4,10
5,3
0,10
1,3
6,10
7,3
2,10
3,3
4,10
5,3
2,10
3,3
0,10
1,3
2,11
3,3
4,10
5,3
6,12
7,3
4,10
5,3
6,10
7,3
2,10
3,3
4,10
5,3
6,20
7,3
2,22
3,3
6,10
7,3
0,12
1,3
2,40
3,3
4,10
5,3
6,12
7,3
0,10
1,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,10
7,3
2,11
3,3
4,11
5,3
2,10
3,3
6,13
7,3
0,10
1,3
2,10
3,3
6,10
7,3
0,10
1,3
6,10
7,3
0,11
1,3
6,29
7,3
0,10
1,3
6,10
7,3
2,25
3,3
4,10
5,3
2,10
3,3
0,10
1,3
4,10
5,3
6,10
7,3
4,15
5,3
